date,code,name,unit_raw,unit,qty,qty_kg,source,sheet,cell,pl_I,pl_II,pl_III,pl_IV,pl_II_chot,pl_III_chot,appendices,appendices_chot
2026-02-28,CH-06-447,LEATHER LACQUER (80)/ SƠN TRÊN DA (80) - 234:02180-17.00K,kilo,kg,102.0,102.0,sheet,W09,J31,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-03-01,CH-06-447,LEATHER LACQUER (80)/ SƠN TRÊN DA (80) - 234:02180-17.00K,kilo,kg,102.0,102.0,sheet,W09,K31,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-23,CH-06-485,F63CN0139-90Kg/barrel - PU MODIFIED BRASS LACQUER,kilo,kg,90.0,90.0,sheet,W09,E32,False,True,False,False,True,False,II,II
2026-02-24,CH-06-485,F63CN0139-90Kg/barrel - PU MODIFIED BRASS LACQUER,kilo,kg,90.0,90.0,sheet,W09,F32,False,True,False,False,True,False,II,II
2026-02-25,CH-06-485,F63CN0139-90Kg/barrel - PU MODIFIED BRASS LACQUER,kilo,kg,90.0,90.0,sheet,W09,G32,False,True,False,False,True,False,II,II
2026-02-26,CH-06-485,F63CN0139-90Kg/barrel - PU MODIFIED BRASS LACQUER,kilo,kg,90.0,90.0,sheet,W09,H32,False,True,False,False,True,False,II,II
2026-02-27,CH-06-485,F63CN0139-90Kg/barrel - PU MODIFIED BRASS LACQUER,kilo,kg,90.0,90.0,sheet,W09,I32,False,True,False,False,True,False,II,II
2026-02-28,CH-06-485,F63CN0139-90Kg/barrel - PU MODIFIED BRASS LACQUER,kilo,kg,90.0,90.0,sheet,W09,J32,False,True,False,False,True,False,II,II
2026-03-01,CH-06-485,F63CN0139-90Kg/barrel - PU MODIFIED BRASS LACQUER,kilo,kg,90.0,90.0,sheet,W09,K32,False,True,False,False,True,False,II,II
2026-02-23,CH-06-545,XZ8987-015-25.00K,kilo,kg,25.0,25.0,sheet,W09,E33,False,False,False,False,False,False,,
2026-02-24,CH-06-545,XZ8987-015-25.00K,kilo,kg,25.0,25.0,sheet,W09,F33,False,False,False,False,False,False,,
2026-02-25,CH-06-545,XZ8987-015-25.00K,kilo,kg,25.0,25.0,sheet,W09,G33,False,False,False,False,False,False,,
2026-02-26,CH-06-545,XZ8987-015-25.00K,kilo,kg,25.0,25.0,sheet,W09,H33,False,False,False,False,False,False,,
2026-02-27,CH-06-545,XZ8987-015-25.00K,kilo,kg,25.0,25.0,sheet,W09,I33,False,False,False,False,False,False,,
2026-02-28,CH-06-545,XZ8987-015-25.00K,kilo,kg,25.0,25.0,sheet,W09,J33,False,False,False,False,False,False,,
2026-03-01,CH-06-545,XZ8987-015-25.00K,kilo,kg,25.0,25.0,sheet,W09,K33,False,False,False,False,False,False,,
2026-02-23,CH-06-553,PREMIUM L/Y LACQUER (20) - T70FN1302-180.00K/180KG,,kg,0.0,0.0,sheet,W09,E34,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-24,CH-06-553,PREMIUM L/Y LACQUER (20) - T70FN1302-180.00K/180KG,,kg,0.0,0.0,sheet,W09,F34,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-25,CH-06-553,PREMIUM L/Y LACQUER (20) - T70FN1302-180.00K/180KG,,kg,0.0,0.0,sheet,W09,G34,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-26,CH-06-553,PREMIUM L/Y LACQUER (20) - T70FN1302-180.00K/180KG,,kg,0.0,0.0,sheet,W09,H34,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-27,CH-06-553,PREMIUM L/Y LACQUER (20) - T70FN1302-180.00K/180KG,,kg,0.0,0.0,sheet,W09,I34,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-28,CH-06-553,PREMIUM L/Y LACQUER (20) - T70FN1302-180.00K/180KG,,kg,0.0,0.0,sheet,W09,J34,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-03-01,CH-06-553,PREMIUM L/Y LACQUER (20) - T70FN1302-180.00K/180KG,,kg,0.0,0.0,sheet,W09,K34,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-23,CH-06-562,XX1803-4224-M - CARE TINT GREEN - 4LIT/CAN,Lit,L,40.0,40.0,sheet,W09,E35,False,False,False,False,False,False,,
2026-02-24,CH-06-562,XX1803-4224-M - CARE TINT GREEN - 4LIT/CAN,Lit,L,40.0,40.0,sheet,W09,F35,False,False,False,False,False,False,,
2026-02-25,CH-06-562,XX1803-4224-M - CARE TINT GREEN - 4LIT/CAN,Lit,L,40.0,40.0,sheet,W09,G35,False,False,False,False,False,False,,
2026-02-26,CH-06-562,XX1803-4224-M - CARE TINT GREEN - 4LIT/CAN,Lit,L,40.0,40.0,sheet,W09,H35,False,False,False,False,False,False,,
2026-02-27,CH-06-562,XX1803-4224-M - CARE TINT GREEN - 4LIT/CAN,Lit,L,40.0,40.0,sheet,W09,I35,False,False,False,False,False,False,,
2026-02-28,CH-06-562,XX1803-4224-M - CARE TINT GREEN - 4LIT/CAN,Lit,L,40.0,40.0,sheet,W09,J35,False,False,False,False,False,False,,
2026-03-01,CH-06-562,XX1803-4224-M - CARE TINT GREEN - 4LIT/CAN,Lit,L,40.0,40.0,sheet,W09,K35,False,False,False,False,False,False,,
2026-02-23,CH-06-564,238:001:20001-5.00K - STAIN - SCARLET - 5KG/CAN,kilo,kg,65.0,65.0,sheet,W09,E36,True,False,True,False,False,True,"I,III","I,III"
2026-02-24,CH-06-564,238:001:20001-5.00K - STAIN - SCARLET - 5KG/CAN,kilo,kg,65.0,65.0,sheet,W09,F36,True,False,True,False,False,True,"I,III","I,III"
2026-02-25,CH-06-564,238:001:20001-5.00K - STAIN - SCARLET - 5KG/CAN,kilo,kg,65.0,65.0,sheet,W09,G36,True,False,True,False,False,True,"I,III","I,III"
2026-02-26,CH-06-564,238:001:20001-5.00K - STAIN - SCARLET - 5KG/CAN,kilo,kg,65.0,65.0,sheet,W09,H36,True,False,True,False,False,True,"I,III","I,III"
2026-02-27,CH-06-564,238:001:20001-5.00K - STAIN - SCARLET - 5KG/CAN,kilo,kg,65.0,65.0,sheet,W09,I36,True,False,True,False,False,True,"I,III","I,III"
2026-02-28,CH-06-564,238:001:20001-5.00K - STAIN - SCARLET - 5KG/CAN,kilo,kg,65.0,65.0,sheet,W09,J36,True,False,True,False,False,True,"I,III","I,III"
2026-03-01,CH-06-564,238:001:20001-5.00K - STAIN - SCARLET - 5KG/CAN,kilo,kg,65.0,65.0,sheet,W09,K36,True,False,True,False,False,True,"I,III","I,III"
2026-02-23,CH-06-565,238:001:40000-5.00K - STAIN - BLUE - 5KG/CAN,kilo,kg,25.0,25.0,sheet,W09,E37,True,False,True,False,False,True,"I,III","I,III"
2026-02-24,CH-06-565,238:001:40000-5.00K - STAIN - BLUE - 5KG/CAN,kilo,kg,25.0,25.0,sheet,W09,F37,True,False,True,False,False,True,"I,III","I,III"
2026-02-25,CH-06-565,238:001:40000-5.00K - STAIN - BLUE - 5KG/CAN,kilo,kg,25.0,25.0,sheet,W09,G37,True,False,True,False,False,True,"I,III","I,III"
2026-02-26,CH-06-565,238:001:40000-5.00K - STAIN - BLUE - 5KG/CAN,kilo,kg,25.0,25.0,sheet,W09,H37,True,False,True,False,False,True,"I,III","I,III"
2026-02-27,CH-06-565,238:001:40000-5.00K - STAIN - BLUE - 5KG/CAN,kilo,kg,25.0,25.0,sheet,W09,I37,True,False,True,False,False,True,"I,III","I,III"
2026-02-28,CH-06-565,238:001:40000-5.00K - STAIN - BLUE - 5KG/CAN,kilo,kg,25.0,25.0,sheet,W09,J37,True,False,True,False,False,True,"I,III","I,III"
2026-03-01,CH-06-565,238:001:40000-5.00K - STAIN - BLUE - 5KG/CAN,kilo,kg,25.0,25.0,sheet,W09,K37,True,False,True,False,False,True,"I,III","I,III"
2026-02-23,CH-06-567,230:085/B-4.50K - PU HARDENER - 4.5KG/CAN,kilo,kg,180.0,180.0,sheet,W09,E38,False,True,False,False,True,False,II,II
2026-02-24,CH-06-567,230:085/B-4.50K - PU HARDENER - 4.5KG/CAN,kilo,kg,180.0,180.0,sheet,W09,F38,False,True,False,False,True,False,II,II
2026-02-25,CH-06-567,230:085/B-4.50K - PU HARDENER - 4.5KG/CAN,kilo,kg,180.0,180.0,sheet,W09,G38,False,True,False,False,True,False,II,II
2026-02-26,CH-06-567,230:085/B-4.50K - PU HARDENER - 4.5KG/CAN,kilo,kg,180.0,180.0,sheet,W09,H38,False,True,False,False,True,False,II,II
2026-02-27,CH-06-567,230:085/B-4.50K - PU HARDENER - 4.5KG/CAN,kilo,kg,180.0,180.0,sheet,W09,I38,False,True,False,False,True,False,II,II
2026-02-28,CH-06-567,230:085/B-4.50K - PU HARDENER - 4.5KG/CAN,kilo,kg,180.0,180.0,sheet,W09,J38,False,True,False,False,True,False,II,II
2026-03-01,CH-06-567,230:085/B-4.50K - PU HARDENER - 4.5KG/CAN,kilo,kg,180.0,180.0,sheet,W09,K38,False,True,False,False,True,False,II,II
2026-02-23,CH-06-569,XZ8986-006-25.00K,kilo,kg,0.0,0.0,sheet,W09,E39,False,False,False,False,False,False,,
2026-02-24,CH-06-569,XZ8986-006-25.00K,kilo,kg,0.0,0.0,sheet,W09,F39,False,False,False,False,False,False,,
2026-02-25,CH-06-569,XZ8986-006-25.00K,kilo,kg,0.0,0.0,sheet,W09,G39,False,False,False,False,False,False,,
2026-02-26,CH-06-569,XZ8986-006-25.00K,kilo,kg,0.0,0.0,sheet,W09,H39,False,False,False,False,False,False,,
2026-02-27,CH-06-569,XZ8986-006-25.00K,kilo,kg,0.0,0.0,sheet,W09,I39,False,False,False,False,False,False,,
2026-02-28,CH-06-569,XZ8986-006-25.00K,kilo,kg,0.0,0.0,sheet,W09,J39,False,False,False,False,False,False,,
2026-03-01,CH-06-569,XZ8986-006-25.00K,kilo,kg,0.0,0.0,sheet,W09,K39,False,False,False,False,False,False,,
2026-02-23,CH-06-572,CLEAR WAX 150-37-16KG,kilo,kg,48.0,48.0,sheet,W09,E40,False,False,False,False,False,False,,
2026-02-24,CH-06-572,CLEAR WAX 150-37-16KG,kilo,kg,48.0,48.0,sheet,W09,F40,False,False,False,False,False,False,,
2026-02-25,CH-06-572,CLEAR WAX 150-37-16KG,kilo,kg,48.0,48.0,sheet,W09,G40,False,False,False,False,False,False,,
2026-02-26,CH-06-572,CLEAR WAX 150-37-16KG,kilo,kg,48.0,48.0,sheet,W09,H40,False,False,False,False,False,False,,
2026-02-27,CH-06-572,CLEAR WAX 150-37-16KG,kilo,kg,48.0,48.0,sheet,W09,I40,False,False,False,False,False,False,,
2026-02-28,CH-06-572,CLEAR WAX 150-37-16KG,kilo,kg,48.0,48.0,sheet,W09,J40,False,False,False,False,False,False,,
2026-03-01,CH-06-572,CLEAR WAX 150-37-16KG,kilo,kg,48.0,48.0,sheet,W09,K40,False,False,False,False,False,False,,
2026-02-23,CH-06-630,UV PROTECTIVE NC SEALER - T65FN0054-180.00K/ 180KG,kilo,kg,0.0,0.0,sheet,W09,E41,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-24,CH-06-630,UV PROTECTIVE NC SEALER - T65FN0054-180.00K/ 180KG,kilo,kg,0.0,0.0,sheet,W09,F41,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-25,CH-06-630,UV PROTECTIVE NC SEALER - T65FN0054-180.00K/ 180KG,kilo,kg,0.0,0.0,sheet,W09,G41,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-26,CH-06-630,UV PROTECTIVE NC SEALER - T65FN0054-180.00K/ 180KG,kilo,kg,0.0,0.0,sheet,W09,H41,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-27,CH-06-630,UV PROTECTIVE NC SEALER - T65FN0054-180.00K/ 180KG,kilo,kg,0.0,0.0,sheet,W09,I41,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-28,CH-06-630,UV PROTECTIVE NC SEALER - T65FN0054-180.00K/ 180KG,kilo,kg,0.0,0.0,sheet,W09,J41,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-03-01,CH-06-630,UV PROTECTIVE NC SEALER - T65FN0054-180.00K/ 180KG,kilo,kg,0.0,0.0,sheet,W09,K41,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-23,CH-06-631,UV PROTECTIVE NC TOPCOAT (90) - T75CN0549-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,E42,True,True,True,False,True,False,"I,II,III","I,II"
2026-02-24,CH-06-631,UV PROTECTIVE NC TOPCOAT (90) - T75CN0549-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,F42,True,True,True,False,True,False,"I,II,III","I,II"
2026-02-25,CH-06-631,UV PROTECTIVE NC TOPCOAT (90) - T75CN0549-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,G42,True,True,True,False,True,False,"I,II,III","I,II"
2026-02-26,CH-06-631,UV PROTECTIVE NC TOPCOAT (90) - T75CN0549-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,H42,True,True,True,False,True,False,"I,II,III","I,II"
2026-02-27,CH-06-631,UV PROTECTIVE NC TOPCOAT (90) - T75CN0549-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,I42,True,True,True,False,True,False,"I,II,III","I,II"
2026-02-28,CH-06-631,UV PROTECTIVE NC TOPCOAT (90) - T75CN0549-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,J42,True,True,True,False,True,False,"I,II,III","I,II"
2026-03-01,CH-06-631,UV PROTECTIVE NC TOPCOAT (90) - T75CN0549-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,K42,True,True,True,False,True,False,"I,II,III","I,II"
2026-02-23,CH-06-633,UV PROTECTIVE NC TOPCOAT (05) - T75FN0540-180.00K/180KG,kilo,kg,180.0,180.0,sheet,W09,E43,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-24,CH-06-633,UV PROTECTIVE NC TOPCOAT (05) - T75FN0540-180.00K/180KG,kilo,kg,180.0,180.0,sheet,W09,F43,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-25,CH-06-633,UV PROTECTIVE NC TOPCOAT (05) - T75FN0540-180.00K/180KG,kilo,kg,180.0,180.0,sheet,W09,G43,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-26,CH-06-633,UV PROTECTIVE NC TOPCOAT (05) - T75FN0540-180.00K/180KG,kilo,kg,180.0,180.0,sheet,W09,H43,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-27,CH-06-633,UV PROTECTIVE NC TOPCOAT (05) - T75FN0540-180.00K/180KG,kilo,kg,180.0,180.0,sheet,W09,I43,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-28,CH-06-633,UV PROTECTIVE NC TOPCOAT (05) - T75FN0540-180.00K/180KG,kilo,kg,180.0,180.0,sheet,W09,J43,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-03-01,CH-06-633,UV PROTECTIVE NC TOPCOAT (05) - T75FN0540-180.00K/180KG,kilo,kg,180.0,180.0,sheet,W09,K43,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-23,CH-06-635,UV PROTECTIVE NC TOPCOAT (20) - T75FN0542-180.00K /180KG,kilo,kg,0.0,0.0,sheet,W09,E44,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-24,CH-06-635,UV PROTECTIVE NC TOPCOAT (20) - T75FN0542-180.00K /180KG,kilo,kg,0.0,0.0,sheet,W09,F44,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-25,CH-06-635,UV PROTECTIVE NC TOPCOAT (20) - T75FN0542-180.00K /180KG,kilo,kg,0.0,0.0,sheet,W09,G44,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-26,CH-06-635,UV PROTECTIVE NC TOPCOAT (20) - T75FN0542-180.00K /180KG,kilo,kg,0.0,0.0,sheet,W09,H44,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-27,CH-06-635,UV PROTECTIVE NC TOPCOAT (20) - T75FN0542-180.00K /180KG,kilo,kg,0.0,0.0,sheet,W09,I44,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-28,CH-06-635,UV PROTECTIVE NC TOPCOAT (20) - T75FN0542-180.00K /180KG,kilo,kg,0.0,0.0,sheet,W09,J44,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-03-01,CH-06-635,UV PROTECTIVE NC TOPCOAT (20) - T75FN0542-180.00K /180KG,kilo,kg,0.0,0.0,sheet,W09,K44,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-23,CH-06-636,UV PROTECTIVE NC TOPCOAT (30) - T75FN0543-180.00K/180KG,,kg,0.0,0.0,sheet,W09,E45,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-24,CH-06-636,UV PROTECTIVE NC TOPCOAT (30) - T75FN0543-180.00K/180KG,,kg,0.0,0.0,sheet,W09,F45,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-25,CH-06-636,UV PROTECTIVE NC TOPCOAT (30) - T75FN0543-180.00K/180KG,,kg,0.0,0.0,sheet,W09,G45,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-26,CH-06-636,UV PROTECTIVE NC TOPCOAT (30) - T75FN0543-180.00K/180KG,,kg,0.0,0.0,sheet,W09,H45,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-27,CH-06-636,UV PROTECTIVE NC TOPCOAT (30) - T75FN0543-180.00K/180KG,,kg,0.0,0.0,sheet,W09,I45,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-28,CH-06-636,UV PROTECTIVE NC TOPCOAT (30) - T75FN0543-180.00K/180KG,,kg,0.0,0.0,sheet,W09,J45,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-03-01,CH-06-636,UV PROTECTIVE NC TOPCOAT (30) - T75FN0543-180.00K/180KG,,kg,0.0,0.0,sheet,W09,K45,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-23,CH-06-638,UV PROTECTIVE NC TOPCOAT (40 - T75FN0544-180.00K/18KG,kilo,kg,180.0,180.0,sheet,W09,E46,True,True,False,False,True,False,"I,II","I,II"
2026-02-24,CH-06-638,UV PROTECTIVE NC TOPCOAT (40 - T75FN0544-180.00K/18KG,kilo,kg,180.0,180.0,sheet,W09,F46,True,True,False,False,True,False,"I,II","I,II"
2026-02-25,CH-06-638,UV PROTECTIVE NC TOPCOAT (40 - T75FN0544-180.00K/18KG,kilo,kg,180.0,180.0,sheet,W09,G46,True,True,False,False,True,False,"I,II","I,II"
2026-02-26,CH-06-638,UV PROTECTIVE NC TOPCOAT (40 - T75FN0544-180.00K/18KG,kilo,kg,180.0,180.0,sheet,W09,H46,True,True,False,False,True,False,"I,II","I,II"
2026-02-27,CH-06-638,UV PROTECTIVE NC TOPCOAT (40 - T75FN0544-180.00K/18KG,kilo,kg,180.0,180.0,sheet,W09,I46,True,True,False,False,True,False,"I,II","I,II"
2026-02-28,CH-06-638,UV PROTECTIVE NC TOPCOAT (40 - T75FN0544-180.00K/18KG,kilo,kg,180.0,180.0,sheet,W09,J46,True,True,False,False,True,False,"I,II","I,II"
2026-03-01,CH-06-638,UV PROTECTIVE NC TOPCOAT (40 - T75FN0544-180.00K/18KG,kilo,kg,180.0,180.0,sheet,W09,K46,True,True,False,False,True,False,"I,II","I,II"
2026-02-23,CH-06-642,NC SEALER - WHITE - P61WN0054-200.00K/200KG,kilo,kg,400.0,400.0,sheet,W09,E47,True,True,True,True,False,True,"I,II,III,IV","I,III,IV"
2026-02-24,CH-06-642,NC SEALER - WHITE - P61WN0054-200.00K/200KG,kilo,kg,400.0,400.0,sheet,W09,F47,True,True,True,True,False,True,"I,II,III,IV","I,III,IV"
2026-02-25,CH-06-642,NC SEALER - WHITE - P61WN0054-200.00K/200KG,kilo,kg,400.0,400.0,sheet,W09,G47,True,True,True,True,False,True,"I,II,III,IV","I,III,IV"
2026-02-26,CH-06-642,NC SEALER - WHITE - P61WN0054-200.00K/200KG,kilo,kg,400.0,400.0,sheet,W09,H47,True,True,True,True,False,True,"I,II,III,IV","I,III,IV"
2026-02-27,CH-06-642,NC SEALER - WHITE - P61WN0054-200.00K/200KG,kilo,kg,400.0,400.0,sheet,W09,I47,True,True,True,True,False,True,"I,II,III,IV","I,III,IV"
2026-02-28,CH-06-642,NC SEALER - WHITE - P61WN0054-200.00K/200KG,kilo,kg,400.0,400.0,sheet,W09,J47,True,True,True,True,False,True,"I,II,III,IV","I,III,IV"
2026-03-01,CH-06-642,NC SEALER - WHITE - P61WN0054-200.00K/200KG,kilo,kg,400.0,400.0,sheet,W09,K47,True,True,True,True,False,True,"I,II,III,IV","I,III,IV"
2026-02-23,CH-06-643,VINYL SEALER - WHITE - P63WN1001-20.00K /200KG,kilo,kg,0.0,0.0,sheet,W09,E48,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-24,CH-06-643,VINYL SEALER - WHITE - P63WN1001-20.00K /200KG,kilo,kg,0.0,0.0,sheet,W09,F48,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-25,CH-06-643,VINYL SEALER - WHITE - P63WN1001-20.00K /200KG,kilo,kg,0.0,0.0,sheet,W09,G48,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-26,CH-06-643,VINYL SEALER - WHITE - P63WN1001-20.00K /200KG,kilo,kg,0.0,0.0,sheet,W09,H48,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-27,CH-06-643,VINYL SEALER - WHITE - P63WN1001-20.00K /200KG,kilo,kg,0.0,0.0,sheet,W09,I48,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-28,CH-06-643,VINYL SEALER - WHITE - P63WN1001-20.00K /200KG,kilo,kg,0.0,0.0,sheet,W09,J48,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-03-01,CH-06-643,VINYL SEALER - WHITE - P63WN1001-20.00K /200KG,kilo,kg,0.0,0.0,sheet,W09,K48,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-23,CH-06-645,UV PROTECTIVE NC TOPCOAT (60) - T75FN0546-180.00K/180KG=> 180KG,kilo,kg,180.0,180.0,sheet,W09,E49,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-24,CH-06-645,UV PROTECTIVE NC TOPCOAT (60) - T75FN0546-180.00K/180KG=> 180KG,kilo,kg,180.0,180.0,sheet,W09,F49,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-25,CH-06-645,UV PROTECTIVE NC TOPCOAT (60) - T75FN0546-180.00K/180KG=> 180KG,kilo,kg,180.0,180.0,sheet,W09,G49,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-26,CH-06-645,UV PROTECTIVE NC TOPCOAT (60) - T75FN0546-180.00K/180KG=> 180KG,kilo,kg,180.0,180.0,sheet,W09,H49,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-27,CH-06-645,UV PROTECTIVE NC TOPCOAT (60) - T75FN0546-180.00K/180KG=> 180KG,kilo,kg,180.0,180.0,sheet,W09,I49,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-28,CH-06-645,UV PROTECTIVE NC TOPCOAT (60) - T75FN0546-180.00K/180KG=> 180KG,kilo,kg,180.0,180.0,sheet,W09,J49,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-03-01,CH-06-645,UV PROTECTIVE NC TOPCOAT (60) - T75FN0546-180.00K/180KG=> 180KG,kilo,kg,180.0,180.0,sheet,W09,K49,True,True,True,True,True,False,"I,II,III,IV","I,II,IV"
2026-02-23,CH-06-646,LACQUER FOR GILDING (50) - T75FN1295-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,E50,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-24,CH-06-646,LACQUER FOR GILDING (50) - T75FN1295-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,F50,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-25,CH-06-646,LACQUER FOR GILDING (50) - T75FN1295-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,G50,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-26,CH-06-646,LACQUER FOR GILDING (50) - T75FN1295-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,H50,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-27,CH-06-646,LACQUER FOR GILDING (50) - T75FN1295-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,I50,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-28,CH-06-646,LACQUER FOR GILDING (50) - T75FN1295-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,J50,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-03-01,CH-06-646,LACQUER FOR GILDING (50) - T75FN1295-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,K50,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-23,CH-06-649,VINYL TOPCOAT 60 - T79FN1076-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,E51,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-24,CH-06-649,VINYL TOPCOAT 60 - T79FN1076-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,F51,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-25,CH-06-649,VINYL TOPCOAT 60 - T79FN1076-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,G51,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-26,CH-06-649,VINYL TOPCOAT 60 - T79FN1076-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,H51,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-27,CH-06-649,VINYL TOPCOAT 60 - T79FN1076-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,I51,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-28,CH-06-649,VINYL TOPCOAT 60 - T79FN1076-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,J51,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-03-01,CH-06-649,VINYL TOPCOAT 60 - T79FN1076-18.00K/18KG,kilo,kg,0.0,0.0,sheet,W09,K51,True,True,True,False,True,True,"I,II,III","I,II,III"
2026-02-23,CH-06-651,VINYL TOPCOAT 05 - T79FN1070-180.00K /180KG,kilo,kg,540.0,540.0,sheet,W09,E52,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-24,CH-06-651,VINYL TOPCOAT 05 - T79FN1070-180.00K /180KG,kilo,kg,540.0,540.0,sheet,W09,F52,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-25,CH-06-651,VINYL TOPCOAT 05 - T79FN1070-180.00K /180KG,kilo,kg,540.0,540.0,sheet,W09,G52,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-26,CH-06-651,VINYL TOPCOAT 05 - T79FN1070-180.00K /180KG,kilo,kg,540.0,540.0,sheet,W09,H52,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
2026-02-27,CH-06-651,VINYL TOPCOAT 05 - T79FN1070-180.00K /180KG,kilo,kg,540.0,540.0,sheet,W09,I52,True,True,True,True,True,True,"I,II,III,IV","I,II,III,IV"
